NACA0016 : [800panels,Half cosine x-spacing]
         1 -2.2204e-17                      
   0.99998  2.9886e-06                      
   0.99994  1.1954e-05                      
   0.99986  2.6894e-05                      
   0.99975  4.7807e-05                      
   0.99961  7.4688e-05                      
   0.99944  0.00010753                      
   0.99924  0.00014633                      
   0.99901  0.00019109                      
   0.99875  0.00024178                      
   0.99846  0.00029841                      
   0.99814  0.00036096                      
   0.99778  0.00042943                      
    0.9974  0.00050379                      
   0.99698  0.00058404                      
   0.99653  0.00067016                      
   0.99606  0.00076213                      
   0.99555  0.00085995                      
   0.99501  0.00096359                      
   0.99444    0.001073                      
   0.99384   0.0011882                      
   0.99321   0.0013092                      
   0.99255    0.001436                      
   0.99186   0.0015684                      
   0.99114   0.0017065                      
   0.99039   0.0018504                      
   0.98961   0.0019998                      
    0.9888   0.0021549                      
   0.98796   0.0023156                      
   0.98709   0.0024818                      
   0.98618   0.0026536                      
   0.98525   0.0028308                      
   0.98429   0.0030136                      
    0.9833   0.0032017                      
   0.98228   0.0033953                      
   0.98123   0.0035943                      
   0.98015   0.0037986                      
   0.97904   0.0040082                      
    0.9779   0.0042231                      
   0.97673   0.0044432                      
   0.97553   0.0046685                      
    0.9743   0.0048989                      
   0.97304   0.0051345                      
   0.97176   0.0053752                      
   0.97044   0.0056209                      
    0.9691   0.0058715                      
   0.96772   0.0061272                      
   0.96632   0.0063877                      
   0.96489   0.0066531                      
   0.96343   0.0069234                      
   0.96194   0.0071984                      
   0.96042   0.0074781                      
   0.95888   0.0077626                      
    0.9573   0.0080516                      
    0.9557   0.0083453                      
   0.95407   0.0086435                      
   0.95241   0.0089462                      
   0.95073   0.0092534                      
   0.94901    0.009565                      
   0.94727   0.0098809                      
    0.9455    0.010201                      
   0.94371    0.010526                      
   0.94188    0.010854                      
   0.94003    0.011187                      
   0.93815    0.011524                      
   0.93625    0.011865                      
   0.93432     0.01221                      
   0.93236    0.012559                      
   0.93037    0.012912                      
   0.92836    0.013268                      
   0.92632    0.013628                      
   0.92426    0.013993                      
   0.92216     0.01436                      
   0.92005    0.014732                      
    0.9179    0.015107                      
   0.91573    0.015485                      
   0.91354    0.015867                      
   0.91132    0.016252                      
   0.90907    0.016641                      
    0.9068    0.017033                      
   0.90451    0.017428                      
   0.90219    0.017826                      
   0.89984    0.018228                      
   0.89747    0.018632                      
   0.89508    0.019039                      
   0.89266     0.01945                      
   0.89022    0.019863                      
   0.88775    0.020279                      
   0.88526    0.020698                      
   0.88274    0.021119                      
    0.8802    0.021544                      
   0.87764     0.02197                      
   0.87506      0.0224                      
   0.87245    0.022831                      
   0.86982    0.023266                      
   0.86716    0.023702                      
   0.86448    0.024141                      
   0.86178    0.024582                      
   0.85906    0.025025                      
   0.85632    0.025471                      
   0.85355    0.025918                      
   0.85077    0.026367                      
   0.84796    0.026819                      
   0.84513    0.027272                      
   0.84227    0.027727                      
    0.8394    0.028184                      
   0.83651    0.028642                      
   0.83359    0.029102                      
   0.83066    0.029564                      
    0.8277    0.030027                      
   0.82472    0.030492                      
   0.82173    0.030958                      
   0.81871    0.031426                      
